sample_id,showcase_index,severity,category,mask_source,method,manual_sam_iou,manual_sam_dice,sam_ratio,selected_from,guard_score,seed_output_variance,mask_ratio,mask_outside_max_abs,mask_outside_mean_abs,original_mask_outside_max_abs,original_mask_outside_mean_abs,boundary_color_l1,boundary_edge_l1,inner_color_l1,color_mean_delta,color_std_delta,sharpness_gain,input_sharpness,output_sharpness
showcase_11_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722,11,medium,other,SAM_LoRA_cpu,B0_identity,0.9711191044257934,0.9853479703436694,0.6107555555555556,B0_identity,0.03583603604279686,0.0,0.6107555555555556,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31429386138916,4.31429386138916
showcase_11_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722,11,medium,other,SAM_LoRA_cpu,B1_deterministic,0.9711191044257934,0.9853479703436694,0.6107555555555556,B0_identity,0.05514358534157202,0.0,0.6107555555555556,0,0.0,49,0.05711074742246242,3.200556993484497,2.6607048511505127,10.395811080932617,0.06082916259765625,4.820127964019775,3.1019392013549805,4.31429386138916,7.416233062744141
showcase_11_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722,11,medium,other,SAM_LoRA_cpu,G_lite_stochastic_proxy,0.9711191044257934,0.9853479703436694,0.6107555555555556,B0_identity,0.04459180366141455,1.3112502098083496,0.6107555555555556,0,0.0,27,0.03266642984615124,1.83066725730896,1.502988338470459,6.1329803466796875,0.4841766357421875,2.529031753540039,2.4033713340759277,4.31429386138916,6.717665195465088
showcase_11_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722,11,medium,other,SAM_LoRA_cpu,Ours_guard_selected,0.9711191044257934,0.9853479703436694,0.6107555555555556,B0_identity,0.03583603604279686,0.0,0.6107555555555556,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.31429386138916,4.31429386138916
showcase_12_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512,12,medium,Living,SAM_LoRA_cpu,B0_identity,0.9693405946804843,0.9844316389951379,0.46241481481481483,B0_identity,0.03583603604279686,0.0,0.46241481481481483,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1889519691467285,3.1889519691467285
showcase_12_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512,12,medium,Living,SAM_LoRA_cpu,B1_deterministic,0.9693405946804843,0.9844316389951379,0.46241481481481483,B0_identity,0.05299114788894266,0.0,0.46241481481481483,0,0.0,31,0.03476604722229877,5.368321418762207,5.1125969886779785,11.099669456481934,0.04536692425608635,4.682363033294678,2.104653835296631,3.1889519691467285,5.293605804443359
showcase_12_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512,12,medium,Living,SAM_LoRA_cpu,G_lite_stochastic_proxy,0.9693405946804843,0.9844316389951379,0.46241481481481483,B0_identity,0.04272764386328699,1.3136675357818604,0.46241481481481483,0,0.0,16,0.019105403526821666,2.950118064880371,2.8299436569213867,6.776988506317139,0.5182952880859375,2.46349835395813,1.8419833183288574,3.1889519691467285,5.030935287475586
showcase_12_126_27_SKPPWEPXPE_2_32_17_B_Living_114.146829_22.283221_127.9217_4.44512,12,medium,Living,SAM_LoRA_cpu,Ours_guard_selected,0.9693405946804843,0.9844316389951379,0.46241481481481483,B0_identity,0.03583603604279686,0.0,0.46241481481481483,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1889519691467285,3.1889519691467285
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,13,medium,Living,SAM_LoRA_cpu,B0_identity,0.8816051965745426,0.9370777654945922,0.4014691358024691,B0_identity,0.03583603604279686,0.0,0.4014691358024691,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.756322860717773,5.756322860717773
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,13,medium,Living,SAM_LoRA_cpu,B1_deterministic,0.8816051965745426,0.9370777654945922,0.4014691358024691,B0_identity,0.05112163649249874,0.0,0.4014691358024691,0,0.0,42,0.08717985740118121,3.882570743560791,3.5190012454986572,10.783790588378906,0.4902597963809967,4.570278167724609,3.7829675674438477,5.756322860717773,9.539290428161621
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,13,medium,Living,SAM_LoRA_cpu,G_lite_stochastic_proxy,0.8816051965745426,0.9370777654945922,0.4014691358024691,B0_identity,0.03863320030179576,1.3072503805160522,0.4014691358024691,0,0.0,25,0.05038331167536423,2.2438299655914307,2.0119714736938477,6.59670877456665,0.7965214848518372,2.198580503463745,2.502680778503418,5.756322860717773,8.259003639221191
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,13,medium,Living,SAM_LoRA_cpu,Ours_guard_selected,0.8816051965745426,0.9370777654945922,0.4014691358024691,B0_identity,0.03583603604279686,0.0,0.4014691358024691,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.756322860717773,5.756322860717773
