sample_id,degradation_type,method,seed,outside_max_abs,changed_fraction_mask,mean_abs_delta_mask,low_frequency_lab_l1,mask_median_lab_shift,boundary_lab_l1,boundary_gradient_discontinuity,input_edge_retention,pairwise_seed_mad,seed_edge_iou,uncertain_mask_ratio,runtime_sec,selected,rejection_reason
showcase_11_291_41_SKSWBPWJPS_1_11_12_D_LivingDining_114.142098_22.284331_102.0552_26.061722,repeat_seam,frequency_fusion,,0,0.8041045395676286,11.228934208924164,1.1745150089263916,0.6666666865348816,5.143754959106445,30.32752227783203,0.48126247191457217,31.16160774230957,0.1799250936329588,0.0,0.4684504510005354,0,postprocess_only
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,uv_stretch,identity,,0,0.0,0.0,0.0,0.0,0.0,2.3466429865948157e-07,1.0,56.647247314453125,0.11007226500685727,0.0,0.0,0,baseline
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,uv_stretch,current_FLUX2,,0,0.9740241600861206,31.633304035992577,8.807937622070312,9.0,11.232297897338867,77.73224639892578,0.4031023488319548,56.647247314453125,0.11007226500685727,0.0,0.0,0,fixed_baseline
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,uv_stretch,Lab_anchor,,0,0.9645774710262927,23.565377356562262,6.622629165649414,0.0,7.208707809448242,56.59883117675781,0.49643602643810664,56.647247314453125,0.11007226500685727,0.0,0.6336287319991243,0,postprocess_only
showcase_13_1332_56_SSPPWYPXPS_1_26_18_G_Living_114.133475_22.285613_89.834_14.049906,uv_stretch,frequency_fusion,,0,0.887201831424464,13.621155859581707,1.2278547286987305,0.6666666865348816,4.964705944061279,41.42658233642578,0.5570329008261206,56.647247314453125,0.11007226500685727,0.0,0.6336287319991243,0,postprocess_only
showcase_14_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403,blur_lowres,identity,,0,0.0,0.0,0.0,0.0,0.0,1.1337831296032164e-07,1.0,20.348613739013672,0.15883829329508783,0.0,0.0,0,baseline
showcase_14_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403,blur_lowres,current_FLUX2,,0,0.9993604869120338,63.11667338255646,24.587440490722656,26.0,17.846282958984375,109.23456573486328,0.3781265123458693,20.348613739013672,0.15883829329508783,0.0,0.0,0,fixed_baseline
showcase_14_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403,blur_lowres,Lab_anchor,,0,0.9460523598834844,17.948551606434158,5.9697723388671875,0.0,7.104846954345703,51.4095458984375,0.4247033630764192,20.348613739013672,0.15883829329508783,0.0,0.43997617499917396,0,postprocess_only
showcase_14_322_73_TZHSTHMYHM_2_108_16_1_Kitchen_114.151702_22.278596_198.2771_116.042403,blur_lowres,frequency_fusion,,0,0.7085664682639125,8.08644252300944,1.0226613283157349,0.6666666865348816,3.3021013736724854,24.441877365112305,0.4711246358842838,20.348613739013672,0.15883829329508783,0.0,0.43997617499917396,0,postprocess_only
showcase_16_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977,blur_lowres,identity,,0,0.0,0.0,0.0,0.0,0.0,2.776135659132706e-07,1.0,33.484371185302734,0.11712351663045295,0.0,0.0,0,baseline
showcase_16_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977,blur_lowres,current_FLUX2,,0,0.9953015473426072,44.611728408457935,12.945344924926758,13.666666984558105,12.588804244995117,94.55207824707031,0.19936829908538597,33.484371185302734,0.11712351663045295,0.0,0.0,0,fixed_baseline
showcase_16_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977,blur_lowres,Lab_anchor,,0,0.9923645623096566,25.59296112232374,6.427050590515137,0.0,7.1786112785339355,70.05597686767578,0.18729067520047352,33.484371185302734,0.11712351663045295,0.0,0.4448073650000879,0,postprocess_only
showcase_16_1537_93_TZTNIHIYHM_1_39_44_F_Bed_2_114.149404_22.281903_256.0967_32.133977,blur_lowres,frequency_fusion,,0,0.8796378682986465,14.666081922109614,1.3920412063598633,1.6666666269302368,5.0345659255981445,50.913299560546875,0.17105989925261528,33.484371185302734,0.11712351663045295,0.0,0.4448073650000879,0,postprocess_only
